Sno,CustomerId,CredScore,Location,Gender,Age,Term,Acc Bal,NumOfAddOnServ,HasCover,IsActiveMember,EstimatedSalary,RenewsPolicy
1657,45694366,581,Delhi,Male,31,6,116891.72,1,1,0,107137.3,No
1658,45580434,704,Delhi,Female,54,6,133656.91,3,1,0,145071.33,Yes
1659,45786499,748,Mumbai,Male,44,2,92911.52,1,0,1,85495.24,No
1660,45767894,680,Bangalore,Female,31,9,119825.75,2,1,1,101139.3,No
1661,45624848,655,Mumbai,Female,37,7,111852.84,2,1,0,10511.13,No
1662,45796957,690,Delhi,Male,32,0,106683.52,2,1,1,137916.49,No
1663,45734448,695,Delhi,Male,40,7,139022.24,1,0,1,193383.13,No
1664,45627365,700,Delhi,Female,40,4,148571.07,1,1,0,189826.96,Yes
1665,45640056,773,Mumbai,Male,52,4,0,1,0,1,144113.42,No
1666,45726058,749,Mumbai,Male,42,1,129776.72,2,0,1,143538.51,No
1667,45678204,611,Mumbai,Female,46,5,0,1,1,0,77677.14,Yes
1668,45802354,606,Bangalore,Female,46,8,0,2,1,1,183717.94,No
1669,45646374,554,Mumbai,Male,24,10,0,1,0,0,92180.62,No
1670,45657747,567,Mumbai,Female,37,7,0,2,1,1,28690.9,No
1671,45660878,559,Bangalore,Male,24,3,114739.92,1,1,0,85891.02,Yes
1672,45809347,594,Delhi,Male,41,2,122545.65,2,1,1,42050.24,No
1673,45574554,513,Mumbai,Female,37,6,0,2,1,0,110142.34,No
1674,45757568,652,Delhi,Female,26,1,131908.35,1,1,1,179269.79,No
1675,45680444,680,Delhi,Female,42,7,105722.69,1,1,1,90558.24,Yes
1676,45734754,784,Bangalore,Male,33,10,0,2,1,0,162022.47,No
1677,45734553,812,Bangalore,Female,44,8,0,3,1,0,66926.83,Yes
1678,45568328,784,Bangalore,Female,40,8,0,2,1,0,108891.3,No
1679,45583580,570,Mumbai,Female,18,4,82767.42,1,1,0,71811.9,No
1680,45663847,712,Mumbai,Female,42,1,87842.98,1,0,0,92223.59,No
1681,45583067,705,Bangalore,Male,39,6,133261.13,1,1,1,78065.9,No
1682,45783029,681,Bangalore,Female,32,3,0,2,1,1,59679.9,No
1683,45665759,620,Mumbai,Male,41,0,97925.11,1,1,0,85000.32,No
1684,45727364,711,Mumbai,Male,52,5,0,1,1,1,159808.95,No
1685,45779886,613,Mumbai,Female,24,7,140453.91,1,1,0,129001.3,No
1686,45745843,613,Delhi,Female,20,0,117356.19,1,0,0,113557.7,Yes
1687,45724858,682,Bangalore,Male,36,5,0,2,1,1,147758.51,No
1688,45684498,850,Bangalore,Male,37,4,137204.77,1,1,1,28865.59,No
1689,45649343,601,Mumbai,Female,41,1,0,2,0,1,160607.06,No
1690,45793347,595,Bangalore,Male,35,8,0,1,1,0,100015.79,Yes
1691,45649083,675,Bangalore,Male,36,3,54098.18,2,0,1,54478.52,No
1692,45786852,591,Bangalore,Male,31,8,0,1,1,1,141677.33,No
1693,45784480,602,Mumbai,Male,23,7,113758.48,2,0,0,84077.6,No
1694,45767339,554,Bangalore,Female,34,8,0,1,0,1,106981.03,No
1695,45647449,541,Mumbai,Male,37,9,118636.92,1,1,1,73551.44,No
1696,45733297,506,Mumbai,Male,34,7,0,2,0,0,115842.1,No
1697,45795275,814,Delhi,Male,44,8,95488.82,2,0,0,107013.59,No
1698,45734626,683,Mumbai,Male,30,8,110829.52,2,0,0,24938.84,No
1699,45659355,485,Delhi,Male,51,7,144244.59,2,1,0,51113.14,No
1700,45768777,696,Delhi,Female,31,8,122021.92,2,1,0,33828.64,No
1701,45656740,608,Mumbai,Female,30,8,0,2,1,0,128875.86,No
1702,45647975,792,Mumbai,Male,50,9,0,4,1,1,194700.81,Yes
1703,45648967,686,Bangalore,Male,22,5,0,2,1,0,158974.45,No
1704,45643752,790,Delhi,Male,42,1,85839.62,1,1,0,198182.73,No
1705,45809585,654,Mumbai,Female,29,4,96974.97,1,0,1,141404.07,No
1706,45693904,452,Mumbai,Male,35,4,148172.44,1,1,1,4175.68,No
1707,45629744,719,Bangalore,Male,38,0,0,1,1,0,126876.47,No
1708,45604354,707,Mumbai,Female,40,5,0,2,1,0,41052.82,No
1709,45780440,699,Mumbai,Female,49,2,0,1,0,0,105760.01,No
1710,45629323,850,Bangalore,Male,30,2,0,2,0,1,27937.12,No
1711,45649280,828,Bangalore,Male,28,8,134766.85,1,1,0,79355.87,No
1712,45695468,850,Delhi,Male,30,5,123210.56,2,1,1,102180.27,No
1713,45584842,712,Bangalore,Male,47,1,139887.01,1,1,1,95719.73,No
1714,45744327,634,Mumbai,Male,44,9,149961.11,1,1,0,57121.51,No
1715,45585768,730,Delhi,Male,45,6,152880.97,1,0,0,162478.11,No
1716,45752388,685,Delhi,Male,43,9,108589.47,2,0,1,194808.51,No
1717,45622470,809,Bangalore,Male,33,9,0,1,1,1,124045.65,No
1718,45792222,707,Bangalore,Female,35,3,56674.48,1,1,0,17987.4,Yes
1719,45644934,648,Bangalore,Male,32,8,0,1,1,0,133653.38,No
1720,45633064,760,Bangalore,Female,57,1,0,2,1,1,25101.17,No
1721,45648404,805,Delhi,Female,33,3,105663.56,2,0,1,33330.89,No
1722,45780628,585,Mumbai,Female,39,7,0,2,1,0,2401.26,No
1723,45568238,595,Bangalore,Female,30,5,100683.54,1,1,1,178361.04,No
1724,45840732,630,Mumbai,Male,42,6,0,2,1,0,162697.93,No
1725,45647476,627,Delhi,Male,29,5,139541.58,2,1,0,80607.33,No
1726,45644325,631,Delhi,Female,37,2,121801.72,2,0,1,23146.62,No
1727,45589725,776,Delhi,Male,38,5,112281.7,1,0,1,89893.6,No
1728,45794479,676,Bangalore,Female,36,4,0,2,1,1,3173.31,No
1729,45632280,758,Bangalore,Female,40,5,93499.82,2,0,0,123218.81,No
1730,45704439,637,Mumbai,Male,33,0,132255.99,2,0,1,74588.41,No
1731,45704345,850,Mumbai,Male,20,7,0,2,1,0,31288.77,No
1732,45748507,601,Bangalore,Female,44,4,0,2,1,0,58561.31,No
1733,45576352,735,Mumbai,Male,49,5,121973.28,1,1,0,148804.36,No
1734,45640383,614,Delhi,Male,32,7,99462.8,2,1,1,51117.06,No
1735,45749649,672,Delhi,Female,21,3,165878.76,2,1,1,164537.17,No
1736,45584388,642,Mumbai,Male,30,8,117494.27,1,0,0,61977.82,No
1737,45664907,633,Delhi,Female,29,0,138577.34,1,1,0,193362.99,No
1738,45772892,769,Bangalore,Male,39,9,0,1,1,1,47722.79,No
1739,45724047,796,Bangalore,Male,41,8,107525.07,1,1,0,18510.41,No
1740,45662085,715,Mumbai,Male,23,7,139224.92,2,1,0,65057.71,No
1741,45658548,695,Mumbai,Female,42,7,121453.63,1,0,0,46374.64,No
1742,45765694,747,Mumbai,Female,25,4,0,2,0,1,42039.67,No
1743,45804277,584,Delhi,Female,54,1,77354.37,1,0,0,138192.98,Yes
1744,45785342,476,Mumbai,Male,40,6,0,1,1,1,22735.45,No
1745,45594986,850,Mumbai,Female,39,7,79259.99,1,0,1,186910.74,No
1746,45744529,529,Mumbai,Male,30,2,116295.29,1,1,0,75285.47,No
1747,45707554,584,Bangalore,Female,59,1,0,1,0,1,130260.11,Yes
1748,45604792,586,Delhi,Male,34,9,74309.81,1,1,0,15034.93,No
1749,45670822,674,Delhi,Male,34,2,152797.9,1,1,0,175709.4,Yes
1750,45746504,552,Mumbai,Male,42,9,133701.07,2,1,0,101069.71,Yes
1751,45636069,601,Delhi,Female,33,7,114430.18,2,1,1,153012.13,No
1752,45799494,541,Mumbai,Male,29,7,127504.57,1,0,0,86173.92,No
1753,45725002,744,Delhi,Female,41,2,84113.41,1,1,0,197548.63,No
1754,45662500,595,Bangalore,Female,23,10,101126.66,2,0,0,37042.8,No
1755,45568963,724,Delhi,Male,33,5,103564.83,2,1,0,121085.72,No
1756,45763327,533,Bangalore,Female,52,7,0,1,0,1,194113.99,Yes
1757,45646422,618,Mumbai,Male,37,2,168178.21,2,0,1,101273.23,No
1758,45704657,523,Delhi,Female,39,1,143903.11,1,1,1,118711.75,Yes
1759,45733973,642,Delhi,Female,30,5,129753.69,1,1,0,582.53,No
1760,45580446,584,Mumbai,Male,35,9,0,2,1,0,192381.21,No
1761,45659475,521,Mumbai,Male,38,5,110641.18,1,0,1,136507.69,Yes
1762,45762238,662,Mumbai,Female,36,4,166909.2,2,1,0,138871.12,Yes
1763,45767488,758,Mumbai,Female,34,1,154139.45,1,1,1,60728.89,No
1764,45627699,717,Mumbai,Male,38,7,97459.06,1,0,0,189175.71,No
1765,45574940,611,Mumbai,Male,40,1,0,2,1,1,102547.56,No
1766,45748843,766,Delhi,Male,43,6,112088.04,2,1,1,36706.56,No
1767,45800254,636,Mumbai,Female,34,3,0,2,1,1,44756.25,No
1768,45698474,814,Mumbai,Female,48,7,0,2,1,1,132870.15,No
1769,45755223,760,Bangalore,Male,28,1,141038.57,2,0,0,16287.38,No
1770,45796834,607,Delhi,Male,39,2,84468.67,2,1,1,121945.42,No
1771,45663625,725,Bangalore,Female,36,4,118520.26,1,0,0,131173.9,Yes
1772,45768437,600,Mumbai,Male,37,1,142663.46,1,0,1,88669.89,No
1773,45584320,656,Delhi,Male,27,4,118627.16,2,1,1,160835.3,No
1774,45765457,640,Bangalore,Male,34,1,137523.02,1,0,0,24761.36,No
1775,45743942,439,Mumbai,Male,28,7,110976.23,2,1,0,138526.96,No
1776,45724223,549,Mumbai,Female,38,8,107283.4,1,0,0,157442.75,No
1777,45842594,622,Mumbai,Male,38,5,0,2,0,0,105295.77,No
1778,45594084,715,Mumbai,Male,34,4,124314.45,1,0,0,97782.92,No
1779,45598894,657,Mumbai,Female,41,5,95858.37,1,1,1,68255.88,No
1780,45592994,703,Mumbai,Male,36,2,0,2,1,0,108790.95,No
1781,45685640,802,Mumbai,Male,33,8,0,2,1,0,143706.18,No
1782,45746494,793,Bangalore,Female,36,0,0,1,0,0,148993.47,No
1783,45658432,554,Mumbai,Female,35,6,117707.18,2,0,0,95277.15,Yes
1784,45577905,533,Bangalore,Male,38,1,135289.33,2,0,1,152956.33,No
1785,45746085,658,Mumbai,Male,36,8,174060.46,1,1,1,94925.62,No
1786,45645245,713,Delhi,Male,40,3,114446.84,2,1,1,87308.18,No
1787,45670029,711,Bangalore,Male,37,2,0,2,1,0,83978.86,Yes
1788,45738294,669,Mumbai,Male,25,1,157848.53,1,0,0,37543.93,Yes
1789,45580249,439,Mumbai,Female,43,8,0,1,0,1,104889.3,No
1790,45744427,763,Bangalore,Female,37,6,0,2,1,1,149705.25,No
1791,45746449,697,Delhi,Female,74,3,108071.36,2,1,1,16445.79,No
1792,45762882,702,Bangalore,Female,35,8,14262.8,2,1,0,54689.16,No
1793,45795370,686,Bangalore,Male,41,7,102749.72,1,0,1,194913.86,No
1794,45794040,629,Bangalore,Male,36,1,161757.87,2,1,1,146371.72,No
1795,45764783,823,Mumbai,Male,38,1,0,2,1,0,156603.7,No
1796,45757895,683,Delhi,Female,35,5,95698.79,1,0,1,182566.76,No
1797,45676447,555,Mumbai,Male,37,9,124969.13,1,1,0,60194.05,No
1798,45645484,647,Delhi,Male,44,4,93960.35,1,1,0,36579.53,Yes
1799,45804822,714,Mumbai,Female,51,4,88308.87,3,0,0,5862.53,Yes
1800,45704584,850,Bangalore,Female,39,10,0,2,1,1,143030.09,No
1801,45646726,713,Mumbai,Female,59,3,0,2,1,1,62700.08,No
1802,45733469,452,Mumbai,Male,30,7,112935.87,1,1,1,99017.34,No
1803,45676574,683,Bangalore,Female,24,8,98567.1,1,1,0,187987.01,No
1804,45734790,577,Mumbai,Female,26,1,180530.51,1,0,0,123454.62,No
1805,45696373,552,Mumbai,Male,33,5,140931.57,1,0,1,10921.5,No
1806,45764525,769,Delhi,Female,31,7,148913.72,2,1,0,53817.23,No
1807,45754227,691,Mumbai,Male,38,7,0,2,0,0,81617.4,No
1808,45782875,818,Mumbai,Female,49,2,0,1,0,1,192298.84,Yes
1809,45690673,739,Mumbai,Male,41,5,0,2,0,0,143882.25,No
1810,45567399,639,Mumbai,Female,50,6,115335.32,2,1,1,53130.41,No
1811,45604848,651,Mumbai,Female,65,0,0,2,1,1,190454.04,No
1812,45680855,779,Mumbai,Female,26,0,0,2,0,1,111906,No
1813,45666484,850,Delhi,Female,33,7,134678.13,1,1,0,113177.95,No
1814,45689034,829,Mumbai,Male,38,9,0,2,1,0,30529.88,No
1815,45638003,579,Delhi,Male,31,2,90547.48,2,1,1,18800.13,No
1816,45628530,510,Mumbai,Male,32,9,103324.78,1,1,1,46127.7,No
1817,45679770,531,Mumbai,Male,29,3,114590.58,1,0,0,75585.48,No
1818,45648243,628,Delhi,Female,36,3,91286.51,1,1,0,63085.94,No
1819,45764743,633,Bangalore,Male,32,5,163340.12,2,1,1,74415.2,No
1820,45625445,714,Bangalore,Male,45,8,150900.29,2,0,1,139889.15,No
1821,45638754,604,Bangalore,Male,23,9,124577.33,1,1,1,7267.25,No
1822,45597949,630,Bangalore,Male,35,1,0,2,0,0,186826.22,No
1823,45754774,850,Bangalore,Female,31,4,91292.7,1,1,1,162149.07,No
1824,45720745,788,Delhi,Female,57,8,93716.72,1,1,1,180150.49,Yes
1825,45843660,798,Mumbai,Female,37,4,111723.08,1,1,1,83478.12,No
1826,45735339,770,Delhi,Male,45,4,110765.68,1,1,0,26163.74,Yes
1827,45568487,569,Delhi,Male,25,9,173459.45,2,1,1,44381.06,No
1828,45723348,425,Bangalore,Female,22,7,169649.73,2,0,1,136365,Yes
1829,45764866,547,Bangalore,Female,31,9,0,2,0,0,99294.22,No
1830,45797460,725,Delhi,Male,45,8,116917.07,1,0,0,173464.43,Yes
1831,45722704,506,Mumbai,Male,37,5,0,2,1,1,127543.81,No
1832,45584580,632,Mumbai,Female,36,7,0,2,1,1,52526.65,No
1833,45807728,620,Mumbai,Male,22,0,0,1,1,0,32589.45,No
1834,45770404,663,Delhi,Male,32,8,130627.66,1,1,0,47161.25,Yes
1835,45646028,700,Bangalore,Female,46,5,56580.95,2,0,1,45424.13,No
1836,45789425,696,Delhi,Male,38,6,142316.14,1,1,1,8018.49,No
1837,45840845,767,Bangalore,Male,31,6,0,2,1,1,195668,No
1838,45803947,561,Mumbai,Male,56,7,152759,2,1,0,133167.11,Yes
1839,45655238,350,Delhi,Male,39,0,109733.2,2,0,0,123602.11,Yes
1840,45644430,706,Mumbai,Male,54,9,117444.51,1,1,1,186238.85,No
1841,45800287,464,Bangalore,Female,34,5,76001.57,1,1,1,158668.87,No
1842,45574369,501,Mumbai,Female,34,3,107747.57,1,1,0,9249.36,No
1843,45800326,745,Bangalore,Female,35,8,0,2,1,1,116581.1,No
1844,45637593,587,Mumbai,Female,36,1,134997.49,2,1,0,44688.08,No
1845,45633642,667,Mumbai,Female,48,2,0,2,1,1,148608.39,No
1846,45747430,737,Mumbai,Male,36,9,0,1,0,1,188670.9,Yes
1847,45625344,485,Bangalore,Female,30,7,0,1,1,0,107067.37,No
1848,45575243,590,Bangalore,Female,37,0,64345.21,1,0,1,61759.33,Yes
1849,45735346,518,Delhi,Female,35,8,141665.63,1,0,1,192776.64,No
1850,45749302,581,Bangalore,Female,29,8,0,2,1,0,46735.19,No
1851,45798824,785,Delhi,Female,33,5,136624.6,2,1,1,169117.74,No
1852,45698285,799,Mumbai,Female,52,4,161209.66,1,1,1,89081.41,No
1853,45644280,698,Bangalore,Male,38,10,95010.92,1,1,1,105227.86,No
1854,45748649,730,Mumbai,Female,41,4,167545.32,1,1,0,128246.81,No
1855,45725762,740,Delhi,Female,36,4,109044.6,1,0,0,94554.74,Yes
1856,45748246,785,Mumbai,Female,47,9,122031.55,1,1,1,33823.5,Yes
1857,45722350,527,Bangalore,Female,29,2,27755.97,1,1,0,97468.44,Yes
1858,45575024,544,Mumbai,Female,29,1,118560.55,1,1,1,164137.36,No
1859,45734365,705,Mumbai,Male,61,4,0,2,1,1,191313.7,No
1860,45647320,684,Mumbai,Male,34,9,0,2,1,1,65257.57,No
1861,45804394,639,Bangalore,Female,28,8,97840.72,1,1,1,178222.77,No
1862,45657396,565,Delhi,Female,38,2,158651.29,2,1,1,179445.28,No
1863,45763408,481,Mumbai,Male,44,9,175303.06,1,1,0,65500.53,Yes
1864,45672445,731,Bangalore,Male,25,8,96950.21,1,1,0,97877.92,No
1865,45748589,607,Mumbai,Male,45,7,123859.6,1,0,1,113051.57,No
1866,45750258,760,Mumbai,Female,32,7,0,2,1,1,105969.05,No
1867,45684220,559,Mumbai,Female,70,9,0,1,1,1,122996.76,No
1868,45709864,715,Mumbai,Female,33,3,85227.84,1,1,1,68087.15,No
1869,45783398,656,Mumbai,Male,36,8,97786.08,2,0,1,21478.36,No
1870,45844033,652,Delhi,Male,33,7,128135.99,1,1,0,158437.73,No
1871,45574449,624,Bangalore,Male,33,6,0,2,0,0,76551.7,No
1872,45640900,634,Bangalore,Male,36,2,85996.19,1,1,0,15887.68,No
1873,45668235,850,Bangalore,Female,50,10,0,2,1,1,33741.84,No
1874,45682024,659,Delhi,Female,39,1,104502.11,1,1,0,20652.69,No
1875,45726289,529,Bangalore,Male,35,5,95772.97,1,1,1,112781.5,No
1876,45764343,572,Bangalore,Male,31,5,98108.79,1,0,1,119996.95,No
1877,45634072,640,Delhi,Male,39,9,131607.28,4,0,1,6981.43,Yes
1878,45675888,770,Bangalore,Male,55,9,63127.41,2,1,0,185211.28,Yes
1879,45808489,648,Bangalore,Male,35,7,0,2,1,1,78436.36,No
1880,45774492,579,Mumbai,Male,31,9,0,1,0,1,139048,No
1881,45790299,589,Delhi,Female,36,9,140355.56,2,1,0,136329.96,No
1882,45588537,530,Bangalore,Female,36,2,0,2,1,1,14721.8,No
1883,45647082,831,Mumbai,Male,30,2,0,2,0,1,3430.38,No
1884,45800482,790,Delhi,Male,24,7,107418.27,1,0,1,160450.21,No
1885,45653776,656,Mumbai,Male,35,6,0,2,1,0,1485.27,No
1886,45654336,563,Bangalore,Male,32,6,0,2,1,1,19720.08,No
1887,45780256,667,Bangalore,Male,39,7,167557.12,1,1,1,41183.02,No
1888,45684924,613,Bangalore,Male,34,8,117300.02,1,1,0,139410.08,No
1889,45585222,429,Mumbai,Male,60,7,0,2,1,1,163691.48,No
1890,45596552,665,Mumbai,Female,23,9,143672.9,1,1,1,115147.33,No
1891,45754747,731,Mumbai,Male,33,4,0,2,1,1,74945.11,No
1892,45695872,584,Mumbai,Female,37,1,0,2,1,1,180363.56,No
1893,45766575,634,Delhi,Female,31,8,76798.92,1,0,0,196021.73,No
1894,45746326,488,Mumbai,Male,34,3,0,2,1,1,125979.36,No
1895,45647838,535,Bangalore,Female,49,7,115309.75,1,1,0,111421.77,No
1896,45694765,776,Mumbai,Female,29,7,178171.04,2,1,1,115818.51,No
1897,45640465,850,Bangalore,Female,38,3,0,2,0,1,179360.76,No
1898,45725945,673,Bangalore,Female,37,0,0,2,0,0,82351.06,No
1899,45749693,850,Delhi,Female,45,5,127258.79,1,1,1,192744.23,Yes
1900,45572657,627,Bangalore,Female,30,6,0,1,1,1,113408.47,No
1901,45648030,570,Mumbai,Female,33,8,0,1,1,1,124641.42,No
1902,45674044,796,Bangalore,Male,67,5,0,2,0,1,54871.02,No
1903,45779059,773,Bangalore,Female,33,10,0,1,1,1,98820.09,No
1904,45770244,752,Bangalore,Male,36,2,0,2,1,1,45570.84,No
1905,45762392,625,Bangalore,Female,69,1,107569.96,1,1,1,182336.45,No
1906,45685309,535,Delhi,Male,20,9,134874.4,1,1,1,118825.56,No
1907,45707249,786,Mumbai,Female,29,4,0,2,1,0,103372.79,No
1908,45665468,620,Mumbai,Female,67,3,0,2,1,1,43486.73,No
1909,45722246,605,Bangalore,Female,48,6,0,2,1,1,40062.99,No
1910,45779743,670,Bangalore,Female,32,3,0,2,1,0,46175.7,No
1911,45743624,617,Bangalore,Male,42,0,70105.87,1,1,1,120830.73,No
1912,45695474,595,Mumbai,Male,41,9,0,2,1,0,5967.09,No
1913,45782236,687,Delhi,Female,29,4,78939.15,1,1,0,122134.56,Yes
1914,45768233,757,Delhi,Male,30,6,105128.85,2,1,1,62972.13,No
1915,45624454,746,Bangalore,Male,31,2,113836.27,1,1,1,174815.54,No
1916,45583364,503,Bangalore,Male,25,7,0,1,0,1,192841.13,No
1917,45695403,543,Delhi,Male,48,1,100900.5,1,0,0,33310.72,Yes
1918,45644349,428,Delhi,Female,40,3,129248.11,2,1,0,72876.43,Yes
1919,45665008,768,Mumbai,Female,28,3,109118.05,2,0,1,50911.41,No
1920,45779496,618,Mumbai,Male,56,7,0,1,1,1,142400.27,Yes
1921,45748924,591,Mumbai,Female,31,7,0,2,0,1,48778.46,No
1922,45758769,658,Mumbai,Female,35,5,126397.66,1,0,0,156361.58,Yes
1923,45726695,625,Mumbai,Male,36,9,108546.16,3,1,0,133807.77,Yes
1924,45767954,717,Mumbai,Male,36,2,148061.89,1,1,0,179128.69,Yes
1925,45768282,667,Mumbai,Male,44,8,122277.87,1,1,1,91810.71,No
1926,45669060,804,Mumbai,Male,24,3,0,2,1,0,173195.33,No
1927,45642004,693,Mumbai,Male,31,1,0,2,0,1,182270.88,No
1928,45669494,729,Delhi,Male,36,8,152899.24,2,1,0,177130.33,No
1929,45599329,484,Delhi,Male,54,3,134388.11,1,0,0,49954.79,Yes
1930,45568025,632,Bangalore,Female,40,3,109740.62,1,1,0,141896.74,No
1931,45676242,536,Delhi,Male,23,6,92366.72,2,1,0,120661.71,No
1932,45682467,573,Mumbai,Female,26,4,129109.02,1,0,0,149814.68,Yes
1933,45643574,655,Bangalore,Female,56,5,0,2,1,1,41782.7,No
1934,45607384,666,Delhi,Male,74,7,105102.5,1,1,1,46172.47,No
1935,45739223,726,Delhi,Male,30,5,111375.32,2,1,0,2704.09,No
1936,45690492,523,Mumbai,Male,39,3,0,2,1,0,6726.53,No
1937,45579387,728,Delhi,Female,33,9,150412.14,2,1,0,170764.08,No
1938,45583090,701,Mumbai,Male,30,3,156660.72,2,1,0,45742.42,No
1939,45598275,518,Mumbai,Male,38,3,90957.81,1,0,1,162304.59,No
1940,45609044,739,Mumbai,Male,37,7,104960.46,1,0,1,80883.82,No
1941,45585580,531,Delhi,Female,31,7,117052.82,1,1,0,118508.09,Yes
1942,45734447,452,Bangalore,Male,44,3,88915.85,1,1,0,69697.74,No
1943,45630349,684,Mumbai,Male,45,6,148071.39,1,1,0,183575.01,No
1944,45809265,728,Delhi,Male,39,6,152182.83,1,0,0,161203.6,No
1945,45807546,783,Bangalore,Male,39,9,0,2,1,0,143752.77,No
1946,45649608,734,Mumbai,Male,22,5,130056.23,1,0,0,121894.31,Yes
1947,45623496,648,Delhi,Male,34,3,95039.73,2,1,1,147055.87,No
1948,45606844,688,Mumbai,Male,52,1,0,2,1,1,172033.57,No
1949,45774977,680,Bangalore,Male,35,9,0,2,0,0,143774.06,No
1950,45752604,516,Mumbai,Female,43,2,112773.73,2,1,1,139366.58,No
1951,45766044,680,Mumbai,Female,37,10,123806.28,1,1,0,81776.84,Yes
1952,45777646,604,Mumbai,Male,53,8,144453.75,1,1,0,190998.96,Yes
1953,45600720,624,Delhi,Male,27,9,94667.29,2,0,1,4470.52,No
1954,45666453,623,Mumbai,Male,21,10,0,2,0,1,135851.3,No
1955,45595037,624,Bangalore,Male,51,5,174397.21,2,1,1,172372.63,No
1956,45590606,565,Delhi,Female,58,3,108888.24,3,0,1,135875.51,Yes
1957,45773446,565,Mumbai,Male,55,4,118803.35,2,1,1,128124.7,Yes
1958,45766887,710,Mumbai,Male,54,6,171137.62,1,1,1,167023.95,Yes
1959,45747056,645,Mumbai,Male,42,6,0,1,0,0,149807.01,No
1960,45726234,707,Mumbai,Male,33,8,136678.52,1,1,0,54290.62,No
1961,45584479,655,Bangalore,Female,36,1,135515.76,1,1,0,86013.96,No
1962,45792646,705,Bangalore,Female,24,5,177799.83,2,0,0,79886.06,No
1963,45763747,358,Bangalore,Female,52,8,143542.36,3,1,0,141959.11,Yes
1964,45703467,578,Delhi,Male,34,8,147487.23,2,1,0,66680.77,No
1965,45633378,800,Mumbai,Female,40,5,97764.41,1,1,0,98640.15,Yes
1966,45697567,612,Mumbai,Female,33,9,0,1,0,0,142797.5,Yes
1967,45694840,681,Delhi,Female,48,8,139480.18,1,1,1,163581.67,No
1968,45809663,559,Bangalore,Male,25,5,0,2,1,1,163221.22,No
1969,45798470,488,Bangalore,Female,39,9,140553.46,1,0,0,12440.44,No
1970,45709523,717,Mumbai,Female,36,5,0,2,1,1,145551.6,No
1971,45749947,666,Mumbai,Female,41,10,141162.08,1,1,0,50908.48,No
1972,45585835,582,Bangalore,Male,26,4,65848.36,2,1,0,30149.21,No
1973,45636572,733,Bangalore,Female,30,0,83319.28,1,0,0,57769.2,No
1974,45773047,693,Mumbai,Male,41,4,0,2,0,0,156381.47,No
1975,45770424,694,Mumbai,Female,33,4,129731.64,2,1,0,178123.86,No
1976,45780564,622,Mumbai,Female,35,5,0,2,1,0,51112.8,No
1977,45642350,598,Bangalore,Female,38,6,0,2,0,0,173783.38,No
1978,45745266,717,Bangalore,Male,35,1,0,3,0,0,174770.14,Yes
1979,45743463,494,Delhi,Male,37,5,107106.33,2,1,0,172063.09,No
1980,45648566,644,Mumbai,Male,33,8,0,2,1,1,155294.17,No
1981,45843850,554,Mumbai,Female,30,9,0,2,1,1,40320.3,No
1982,45627462,476,Bangalore,Female,69,1,105303.73,1,0,1,134260.34,No
1983,45730738,667,Mumbai,Male,28,6,165798.1,1,1,0,147090.9,No
1984,45658339,748,Bangalore,Female,40,4,0,2,1,0,132368.47,No
1985,45768463,531,Bangalore,Female,45,1,126495.57,2,1,1,164741.5,No
1986,45733705,719,Bangalore,Female,47,9,116393.59,1,1,0,63051.32,Yes
1987,45643742,845,Delhi,Female,41,2,81733.74,2,0,0,199761.29,No
1988,45745794,738,Mumbai,Male,54,4,0,1,0,1,55725.04,Yes
1989,45706762,563,Bangalore,Female,46,8,106171.68,1,1,0,163145.5,Yes
1990,45777855,695,Bangalore,Male,28,0,96020.86,1,1,1,57992.49,No
1991,45764432,841,Bangalore,Male,41,1,0,2,0,1,193093.77,No
1992,45773520,626,Delhi,Male,36,2,181671.16,2,1,1,57531.14,No
1993,45779738,613,Mumbai,Female,29,6,185709.28,2,1,1,77242.19,No
1994,45566563,824,Delhi,Male,60,8,134250.17,3,0,0,153046.16,Yes
1995,45732476,705,Mumbai,Female,49,7,0,1,1,0,63405.2,Yes
1996,45682547,584,Mumbai,Female,44,5,95671.75,2,1,1,106564.88,No
1997,45748773,534,Mumbai,Male,62,2,0,2,0,0,42763.12,Yes
1998,45843432,672,Mumbai,Female,34,1,142151.75,2,1,1,168753.34,No
1999,45632669,603,Mumbai,Male,43,5,127823.93,1,1,1,19483.35,No
2000,45696826,633,Delhi,Male,43,3,144164.29,1,1,1,158646.46,No
2001,45674526,842,Mumbai,Male,58,1,63492.94,1,1,1,83172.19,No
2002,45784687,661,Mumbai,Female,27,3,0,2,1,1,76889.79,No
2003,45606435,601,Mumbai,Male,74,2,0,2,0,1,51554.58,No
2004,45756448,632,Mumbai,Male,41,0,106134.46,1,0,1,105570.39,No
2005,45627352,684,Delhi,Male,29,8,127269.75,1,0,1,79495.01,No
2006,45626452,785,Delhi,Female,32,3,124493.03,2,0,1,52583.79,Yes
2007,45764600,687,Mumbai,Male,39,7,0,2,1,0,26848.25,No
2008,45620577,705,Delhi,Female,43,10,146547.78,1,0,1,10072.55,Yes
2009,45740257,639,Mumbai,Male,43,6,99610.92,2,1,0,187296.78,No
2010,45782344,729,Delhi,Male,46,5,117837.43,1,1,0,104016.61,Yes
2011,45788556,556,Bangalore,Female,48,8,168522.37,1,1,1,151310.16,No
2012,45764474,570,Mumbai,Male,32,9,117337.54,2,0,1,62810.91,No
